entry_time,exit_time,direction,entry_price,exit_price,pnl,exit_reason
2025-04-21 00:00:00+00:00,2025-04-21 16:00:00+00:00,,87249.16278,86585.88418230941,-91.14791902651328,SL
2025-05-30 04:00:00+00:00,2025-06-03 00:00:00+00:00,,104975.50599,106362.08107531707,-143.28872389465235,SL
2025-06-09 08:00:00+00:00,2025-06-09 12:00:00+00:00,,107813.089605,106863.93872152084,-100.14705532101404,SL
2025-06-12 20:00:00+00:00,2025-06-13 00:00:00+00:00,,105618.894135,103490.42454258304,166.8626188443427,TP2
2025-06-23 20:00:00+00:00,2025-06-30 00:00:00+00:00,,105386.59696499999,108658.58947181058,271.03315081886586,TP2
2025-07-01 16:00:00+00:00,2025-07-02 00:00:00+00:00,,105345.83073500001,106222.85691011083,-99.18278553580254,SL
2025-07-02 12:00:00+00:00,2025-07-04 12:00:00+00:00,,108792.10887,107831.33283787417,-102.85593179252142,SL
2025-07-15 00:00:00+00:00,2025-07-16 08:00:00+00:00,,117089.89576500001,118571.2810278246,-137.93588888935773,SL
2025-08-07 16:00:00+00:00,2025-08-08 04:00:00+00:00,,117520.71098999999,116381.46249649482,-108.37414594838563,SL
2025-08-14 16:00:00+00:00,2025-08-18 04:00:00+00:00,,117886.94704,115016.44631386425,205.21873567407266,TP2
2025-08-22 12:00:00+00:00,2025-08-23 12:00:00+00:00,,116428.93537499999,115017.89012861894,-132.14504848281928,SL
2025-08-25 04:00:00+00:00,2025-08-25 16:00:00+00:00,,111455.794225,112815.0346856165,-131.3007879506933,SL
2025-09-03 08:00:00+00:00,2025-09-04 04:00:00+00:00,,111493.488885,110284.49849235338,-116.99491626516362,SL
2025-09-22 04:00:00+00:00,2025-09-22 12:00:00+00:00,,112463.730005,113304.35250060378,-85.3933216229374,SL
2025-09-28 20:00:00+00:00,2025-09-29 12:00:00+00:00,,112220.03197499999,113733.69687289523,102.40904656023021,TP2
2025-10-10 12:00:00+00:00,2025-10-10 20:00:00+00:00,,118959.47051,115904.6665969836,213.86501326740324,TP2
2025-10-21 12:00:00+00:00,2025-10-21 16:00:00+00:00,,113479.32130499999,111716.92220032935,-161.577877139477,SL
2025-10-29 16:00:00+00:00,2025-10-30 12:00:00+00:00,,110584.68000000001,107959.22090878629,197.44644987942593,TP2
2025-11-27 04:00:00+00:00,2025-12-01 00:00:00+00:00,,91454.04417,89891.25763764115,-176.5827467654919,SL
2025-12-01 00:00:00+00:00,2025-12-01 12:00:00+00:00,,86302.95693500001,83942.71324511219,230.700963437516,TP2
2025-12-02 12:00:00+00:00,2025-12-03 04:00:00+00:00,,90895.43500499999,93798.50357361771,278.44786793199705,TP2
2025-12-15 12:00:00+00:00,2025-12-16 12:00:00+00:00,,86989.70339000001,88175.76376678469,-149.8324322150523,SL
2025-12-29 00:00:00+00:00,2025-12-29 08:00:00+00:00,,90168.611775,89378.66016198532,-101.42169299472198,SL
2026-01-08 04:00:00+00:00,2026-01-09 00:00:00+00:00,,90502.74599000001,91632.36596236995,-135.32281654771697,SL
2026-01-13 12:00:00+00:00,2026-01-13 20:00:00+00:00,,93496.714995,95315.69570629248,160.544192280674,TP2
2026-01-19 00:00:00+00:00,2026-01-20 04:00:00+00:00,,92643.744955,91026.8810858003,144.804411636601,TP2
2026-01-28 08:00:00+00:00,2026-01-28 12:00:00+00:00,,90125.04,89129.32951435997,-123.82510014147245,SL
2026-01-29 12:00:00+00:00,2026-01-30 00:00:00+00:00,,84891.55299000001,82492.3797561732,246.6071046528561,TP2
2026-02-25 12:00:00+00:00,2026-02-25 20:00:00+00:00,,67446.036165,69754.21705924155,309.4780346559078,TP2
2026-02-28 04:00:00+00:00,2026-02-28 12:00:00+00:00,,63794.08700000001,65068.51803181913,-217.9614679358208,SL
2026-03-02 12:00:00+00:00,2026-03-03 08:00:00+00:00,,69164.76509999999,67596.26635856807,-239.1913391867709,SL
2026-03-08 20:00:00+00:00,2026-03-09 00:00:00+00:00,,65938.2144,67067.60584955993,-181.38671844502633,SL
2026-03-10 04:00:00+00:00,2026-03-11 08:00:00+00:00,,70441.213005,69172.1449972468,-186.0205589745513,SL
2026-03-19 04:00:00+00:00,2026-03-20 08:00:00+00:00,,70156.074415,71349.62026489337,-173.6511306219267,SL
2026-03-25 08:00:00+00:00,2026-03-25 12:00:00+00:00,,71714.80948499999,70555.96943896433,-162.56505054188725,SL
2026-03-27 08:00:00+00:00,2026-03-30 04:00:00+00:00,,66669.42861,67832.09969126925,-171.33344557932247,SL
2026-04-06 00:00:00+00:00,2026-04-06 20:00:00+00:00,,69158.25184499999,68405.36968279777,-111.28381240944051,SL
